datetime,sample_id,state,Main_Stock,Eff_Type
3,22,ret_er_baseline_stock,ret,baseline_stock
3,23,ret_er_baseline_stock,ret,baseline_stock
3,24,ret_er_baseline_stock,ret,baseline_stock
3,25,ret_er_baseline_stock,ret,baseline_stock
3,26,ret_er_baseline_stock,ret,baseline_stock
3,27,remaining_baseline_stock,remaining,baseline_stock
3,28,remaining_baseline_stock,remaining,baseline_stock
3,29,remaining_baseline_stock,remaining,baseline_stock
3,30,remaining_baseline_stock,remaining,baseline_stock
3,31,remaining_baseline_stock,remaining,baseline_stock
3,32,remaining_baseline_stock,remaining,baseline_stock
3,33,remaining_baseline_stock,remaining,baseline_stock
3,34,remaining_baseline_stock,remaining,baseline_stock
3,35,remaining_baseline_stock,remaining,baseline_stock
3,36,remaining_baseline_stock,remaining,baseline_stock
3,37,remaining_baseline_stock,remaining,baseline_stock
3,38,remaining_baseline_stock,remaining,baseline_stock
3,39,remaining_baseline_stock,remaining,baseline_stock
3,40,remaining_baseline_stock,remaining,baseline_stock
3,41,remaining_baseline_stock,remaining,baseline_stock
3,42,remaining_baseline_stock,remaining,baseline_stock
3,43,remaining_baseline_stock,remaining,baseline_stock
3,44,remaining_baseline_stock,remaining,baseline_stock
3,45,remaining_baseline_stock,remaining,baseline_stock
3,46,remaining_baseline_stock,remaining,baseline_stock
3,47,remaining_baseline_stock,remaining,baseline_stock
3,48,remaining_baseline_stock,remaining,baseline_stock
3,49,rob_efficient_stock,rob,efficient_stock
3,50,rob_efficient_stock,rob,efficient_stock
3,51,ret_er_efficient_stock,ret,efficient_stock
